track_id,artist_id,label_ids,original_track_id,remix_artist_id,title,url,is_remix
2clw6l85,2d3r9kn,['nxl7p7'],2clw6l85,,Habits (Stay High),/track/2clw6l85/tove-lo-habits/index.html,False
kv308dx,4wcxbrw,['s01fkr'],kv308dx,,Elbows Up,/track/kv308dx/them-lost-boys-elbows-up/index.html,False
1vtm65wp,gthnkd,['qzxrtz'],1vtm65wp,,First Of The Year,/track/1vtm65wp/tc-first-of-the-year/index.html,False
2dn73pw5,gccfuw,"['ssx2hr', '7hj7vz']",2dn73pw5,,On Your Side,/track/2dn73pw5/lange-on-your-side/index.html,False
kzbugjx,49s0kld,['7nptsqz'],kzbugjx,,Supernova,/track/kzbugjx/paki-jaro-supernova/index.html,False
u6csnr5,msfgnd,['mdwh0z'],dq6d7x,8tzqtd,New Time New Place (Egbert Remix),/track/u6csnr5/mauro-picotto-riccardo-ferri-new-time-new-place-egbert-remix/index.html,True
17fcy5rp,bsb7zn,"['q3k2p7', '42b5bh']",98dbryx,90b2xln,Fix You (Chronos Remix),/track/17fcy5rp/coldplay-fix-you-chronos-remix/index.html,True
2dhbu60x,q3th6n,['9vqgbr'],2dhbu60x,,Hurricane,/track/2dhbu60x/mat-zo-hurricane/index.html,False
16h61dpx,1v2b5kn,['7kqc7m7'],16h61dpx,,Free Fall,/track/16h61dpx/legolas-high-free-fall/index.html,False
228d0tnf,4fcxg4n,,228d0tnf,,Hannah Montana,/track/228d0tnf/migos-hanna-montana/index.html,False
14lzq9lp,3fpmqpw,"['5dnwwh', 'cyhh37']",2l75lxzp,,Once More (Extended Mix),/track/14lzq9lp/luke-bond-cartel-once-more-extended-mix/index.html,True
9lvdxbx,99hv28n,['9lsptr'],9lvdxbx,,Make The Crowd Go,/track/9lvdxbx/corey-james-teamworx-make-the-crowd-go/index.html,False
250uhbdx,1t051j4,['uvhm7z'],250uhbdx,,Stealth,/track/250uhbdx/digital-x-stealth/index.html,False
1uyrv365,6b6ysnw,['g1bl8r'],1uyrv365,,Somebody Call The Cops,/track/1uyrv365/mosimann-djs-from-mars-somebody-call-the-cops/index.html,False
2hfpflsf,6ywwvtn,['t2msvz'],2hfpflsf,,430,/track/2hfpflsf/laxx-mayhem-430/index.html,False
1jq3c6mp,29vwmxw,"['ul068h', 'jrynbh']",1jq3c6mp,,Back To Front,/track/1jq3c6mp/delayers-the-cobs-back-to-front/index.html,False
1mfdvx0p,95qlrcw,[],27wj32u5,1js10p4,I Can't Stop Drinking About You (The Chainsmokers Remix),/track/1mfdvx0p/bebe-rexha-i-cant-stop-drinking-about-you-the-chainsmokers-remix/index.html,True
y1rcrlx,5ztvzm4,['t2msvz'],y1rcrlx,,Onii Chan,/track/y1rcrlx/must-die-onii-chan/index.html,False
yz85k15,c24gpn,['bsbnq7'],yz85k15,,Run,/track/yz85k15/pryda-run/index.html,False
17brzb7x,5gqhg9n,['rvx07z'],17brzb7x,,Voodooz,/track/17brzb7x/bougenvilla-marc-macrowland-voodooz/index.html,False
1wvqn7px,430g8gn,['9vqwzh'],1wvqn7px,,Ozey,/track/1wvqn7px/damien-ndrix-shayne-ozey/index.html,False
16dtkqjf,3f31874,['gbr6dh'],sf1v92p,8wtg7z4,Soundwave (Pep & Rash Remix),/track/16dtkqjf/r3hab-trevor-guthrie-soundwave-pep-rash-remix/index.html,True
29w147xf,8t2sudn,['gbr6dh'],1t300jc5,,Money Maker (VIP Edit),/track/29w147xf/throttle-money-maker-vip-edit/index.html,True
23900z55,5r3wfdn,['j7534z'],1jm9cq2p,4g31dvd,Wherever You Are (Damien Anthony & Mikeey Krook Remix),/track/23900z55/digital-junkiez-wherever-you-are-damien-anthony-mikeey-krook-remix/index.html,True
j3dv0vf,5zsut34,['r67cyr'],j3dv0vf,,Dance With The Devil,/track/j3dv0vf/lostly-dance-with-the-devil/index.html,False
1kndfzbx,ms6g0w,['nxl7p7'],1kndfzbx,,Tic Tic Tic,/track/1kndfzbx/dada-life-tic-tic-tic/index.html,False
21b0z37p,47cy2d,['9vqwzh'],21b0z37p,,Fuck What You Heard,/track/21b0z37p/ralvero-fuck-what-you-heard/index.html,False
29ub0kg5,c24gpn,['bsbnq7'],29ub0kg5,,T.I.D,/track/29ub0kg5/pryda-t.i.d/index.html,False
2fjvk10f,69qq3jn,['7hj7vz'],2fjvk10f,,Take My Breath Away,/track/2fjvk10f/speed-limits-dvn-take-my-breath-away/index.html,False
4xh1fgf,1t5bx3w,[],4fjj3j5,cwvzn4,Goin' In (Skrillex Funky Remix),/track/4xh1fgf/birdy-nam-nam-goin-in-skrillex-funky-remix/index.html,True
8chcuxp,5j6n23d,['t2msvz'],8chcuxp,,Like This,/track/8chcuxp/skism-like-this/index.html,False
1c4mzxdf,blbq3d,['qf0hnr'],1wumx5z5,744dvbn,Cold Water (Lost Frequencies Remix),/track/1c4mzxdf/major-lazer-cold-water-lost-frequencies-remix/index.html,True
189j2znp,14mvm9w,['171v9mz'],189j2znp,,Now That I've Found You,/track/189j2znp/martin-garrix-now-that-ive-found-you/index.html,False
9hsvsyf,nx1z4n,['kbfjjz'],1lgzlyc5,,Breathin' (Extended Vocal Mix),/track/9hsvsyf/edx-breathin-extended-vocal-mix/index.html,True
mwck3sp,2ttcn74,['5q3x1ch'],mwck3sp,,Awakening,/track/mwck3sp/ardi-awakening/index.html,False
7u48ux5,grr01d,['q315vz'],7u48ux5,,Stay With You,/track/7u48ux5/avicii-stay-with-you/index.html,False
k1yb6gf,421wv3n,['p3b1hz'],21dyjfcx,5ujkmww,Furious (Act Of Rage Remix),/track/k1yb6gf/crypsis-chain-reaction-furious-act-of-rage-remix/index.html,True
qlnh6wp,8x784m4,['9l59pz'],qlnh6wp,,I Wanna Be Disco,/track/qlnh6wp/chicco-secci-benny-benassi-i-wanna-be-disco/index.html,False
g96ynlx,8q02ts4,['98qdbh'],g96ynlx,,Scandalize,/track/g96ynlx/vanilla-ace-scandalize/index.html,False
23d79p55,kywkgn,['x4kuhr'],1f0yjhz5,m3bpvn,Karma (Tiger Stripes Remix),/track/23d79p55/ramon-tapia-karma-tiger-stripes-remix/index.html,True
1pfhh0kf,3zu7jdn,"['q3jm17', 'nxl7p7']",2p248zwf,68d9u4w,Solo Dance (Husman Remix),/track/1pfhh0kf/martin-jensen-solo-dance-husman-remix/index.html,True
1d3dy1gx,1dmtgj4,['b58m6r'],1d3dy1gx,,Matador,/track/1d3dy1gx/marnik-miami-blue-matador/index.html,False
2vf9h4lx,2ns18x4,['gbr6dh'],178140rx,3kqhy8n,Not Taking This No More (MAKJ Remix),/track/2vf9h4lx/nervo-ivan-gough-not-taking-this-no-more-makj-remix/index.html,True
5xmlbbx,Above & Beyond pres.,['9vqgbr'],1cll53p,j4dbbd,Sky Falls Down (Armin van Buuren Remix),/track/5xmlbbx/oceanlab-sky-falls-down-armin-van-buuren-remix/index.html,True
x5s1b3p,12myfzw,['7hj7vz'],1kntwqkf,18rkk0d,Where We Are (LoaX Remix),/track/x5s1b3p/ryos-where-we-are-loax-remix/index.html,True
2dpjjfhf,3t39mmw,"['q3k2p7', '42b5bh']",1q9z11yf,1mxvh5d,False Alarm (KC Lights Remix),/track/2dpjjfhf/matoma-false-alarm-kc-lights-remix/index.html,True
8jyny4f,118ufuw,['5du6tz'],44fhmj5,bngf34,Antidote (Tommy Trash Remix),/track/8jyny4f/swedish-house-mafia-knife-party-antidote-tommy-trash-remix/index.html,True
252fb8wx,7ytgkqd,['3mmukh'],252fb8wx,,Keji,/track/252fb8wx/adam-shornys-cam-heathman-keji/index.html,False
f77f72p,18glq9n,['98rncr'],f77f72p,,Wait Till Tomorrow,/track/f77f72p/yves-v-regi-wait-till-tomorrow/index.html,False
29w1g1dp,u3q13w,"['1b14rnz', '539257']",29w1g1dp,,Mingle,/track/29w1g1dp/woody-van-eyden-mingle/index.html,False
1yksn76x,8lj1m64,['7hj7vz'],1yksn76x,,SHWDWN,/track/1yksn76x/juventa-shwdwn/index.html,False
1r52y19p,5upmjl4,[],1s2wmluf,30sv5un,Final Frontier (Abstract Vision Bootleg),/track/1r52y19p/thomas-bergersen-final-frontier-abstract-vision-bootleg/index.html,True
lyg2q2p,7hym1uw,['t22uw7'],lyg2q2p,,Code,/track/lyg2q2p/olly-james-code/index.html,False
tgblbjp,1k0dp3n,['9l59pz'],tgblbjp,,Somewhere New,/track/tgblbjp/klingande-somewhere-new/index.html,False
tgbw5yf,50mnwwd,['h8n6f7'],tgbw5yf,,Rainbow,/track/tgbw5yf/kevu-souray-rainbow/index.html,False
1klxq545,47cy2d,['swcbtz'],1klxq545,,Rock The World,/track/1klxq545/ralvero-rock-the-world/index.html,False
2vdxdx6x,bsh84n,['l8qw1z'],qdt67p,hkzcnn,Cowgirl (Joint Operations Centre Rework),/track/2vdxdx6x/underworld-cowgirl-joint-operations-centre-rework/index.html,True
1zmxnckf,3s3mfjn,[],1zmxnckf,,Orangutan,/track/1zmxnckf/ltgl-orangutan/index.html,False
1tyyt1kx,30ur4sw,['wd00zh'],1tyyt1kx,,Raise Em Up,/track/1tyyt1kx/maddix-raise-em-up/index.html,False
2731zfhx,97gtxlw,"['mr6w8r', '7hj7vz']",2731zfhx,,Vista,/track/2731zfhx/boxer-vista/index.html,False
13lzp2c5,6sf5ur4,['c6ygfh'],13lzp2c5,,Synthetic,/track/13lzp2c5/nusha-synthetic/index.html,False
2cs23wq5,8614rmd,['4y8q547'],2cs23wq5,,La Chitarra,/track/2cs23wq5/mathieu-gocher-havoc-lawn-la-chitarra/index.html,False
2fn8kjv5,7s0uhjw,['172l70r'],2fn8kjv5,,It's Gonna Be A Lovely Day,/track/2fn8kjv5/dr.-space-its-gonna-be-a-lovely-day/index.html,False
kzv1wm5,783uctn,['pt4g47'],kzv1wm5,,Carnaval,/track/kzv1wm5/mike-mendo-carnaval/index.html,False
2sr6zntf,jsmcdw,"['6y3mcz', '94ur9h']",2sr6zntf,,In Our Hearts,/track/2sr6zntf/4-strings-in-our-hearts/index.html,False
f4rp155,c24gpn,['bsbnq7'],f4rp155,,Rush,/track/f4rp155/pryda-rush/index.html,False
2umlgk3f,1r54094,"['myc6x7', 'bl61pr']",2umlgk3f,,Illusion,/track/2umlgk3f/e-force-illusion/index.html,False
6dfspg5,7006uzd,[],6dfspg5,,Detonate,/track/6dfspg5/dismantle-detonate/index.html,False
2rts6lnf,6dwj2dw,['7hj7vz'],1zlgftnx,6lyj7k4,You Dancing (ANG Remix),/track/2rts6lnf/wild-ones-you-dancing-ang-remix/index.html,True
1wv6v5lf,1lcvxmw,['m6n3wr'],1wv6v5lf,,Like This,/track/1wv6v5lf/bbq-sauce-like-this/index.html,False
ud978n5,13hbc9d,['kury9r'],ud978n5,,I'm So High,/track/ud978n5/norwood-hills-im-so-high/index.html,False
2kccmr0x,jxzl4n,"['v5893h', 'cyhh37']",2kccmr0x,,Dance Electric,/track/2kccmr0x/khomha-dance-electric/index.html,False
g8f2vbp,4rm4x1w,"['ssx2hr', '7hj7vz']",g8f2vbp,,Panther,/track/g8f2vbp/adip-kiyoi-panther/index.html,False
z03grff,774y2tn,[],z03grff,,Bring Me Down!,/track/z03grff/harrison-bring-me-down/index.html,False
2mzpukrf,1vyscjw,"['v5893h', 'cyhh37']",2mzpukrf,,Rise & Fall,/track/2mzpukrf/faruk-sabanci-rise-fall/index.html,False
11t9y5nx,36738dw,['svcvz7'],29srlznx,,Hevajra (Dark Mix),/track/11t9y5nx/arjonas-morttagua-hevajra-dark-mix/index.html,True
1zmd8z2p,mdymd4,['ukrd17'],xkxvrx,fhf4nw,Beautiful (Aly & Fila Remix),/track/1zmd8z2p/ferry-corsten-beautiful-aly-fila-remix/index.html,True
27073rm5,55jmkhw,['wd00zh'],mrrs3np,94yy5f4,Higher (Swolenbeatz Remix),/track/27073rm5/revine-higher-swolenbeatz-remix/index.html,True
g8mm1g5,3ztvfpn,['5m3sp0r'],g8mm1g5,,F.D.A.U.,/track/g8mm1g5/tony-junior-tommie-sunshine-face-down-ass-up/index.html,False
33bjukp,17496sw,,33bjukp,,North Pole,/track/33bjukp/solid-globe-north-pole/index.html,False
21g9f445,3dd6w4w,['698dt7'],21g9f445,,Olympus,/track/21g9f445/maestro-harrell-olympus/index.html,False
1ncmj335,k0y0md,['hwd42z'],1ymfxfmx,2umj0vw,What I Did For Love (VINAI Remix),/track/1ncmj335/david-guetta-what-i-did-for-love-vinai-remix/index.html,True
2tnjhvn5,2yjmg7w,['cyhh37'],2tnjhvn5,,Take Care,/track/2tnjhvn5/clement-bcx-take-care/index.html,False
262tjy1p,s64plw,[],262tjy1p,,Silent Picture,/track/262tjy1p/deadmau5-silent-picture/index.html,False
dbpdc6x,3vr600d,['98qdbh'],dbpdc6x,,Broken,/track/dbpdc6x/playless-broken/index.html,False
1jplk5u5,6lb65sw,['wjrkmr'],1r5yyul5,,Sundance (Kryteria Blaze Edit),/track/1jplk5u5/tannergaard-sundance-kryteria-blaze-edit/index.html,True
1s4py0z5,3lrjyhn,,1s4py0z5,,Stay,/track/1s4py0z5/kygo-stay/index.html,False
1zj4nwuf,2d3r9kn,['nxl7p7'],2clw6l85,5k8r63w,Habits (Stay High) (Hippie Sabotage Remix),/track/1zj4nwuf/tove-lo-habits-hippie-sabotage-remix/index.html,True
192qk2l5,14jnlfw,['wd00zh'],192qk2l5,,Drifting,/track/192qk2l5/clmd-drifting/index.html,False
1mf5m0vx,1mkxjjd,['s01fkr'],1mf5m0vx,,Black Horse,/track/1mf5m0vx/jumodaddy-black-horse/index.html,False
1t3p2yd5,722g97w,['shm77r'],rlbb2sp,8ccbuzw,Amber (Skylex Remix),/track/1t3p2yd5/the-thrillseekers-hydra-amber-skylex-remix/index.html,True
1kp7zw1f,cf6hsw,['7hj7vz'],1kp7zw1f,,Running Into Me,/track/1kp7zw1f/tritonal-running-into-me/index.html,False
1u197ju5,6zwbz3n,['ulwpdr'],153m8hx,4w3uz5d,Sublim3 (Martin Ikin Remix),/track/1u197ju5/soul-purpose-sublim3-martin-ikin-remix/index.html,True
272pt665,725yc5w,"['hug6nr', 'gbr6dh']",272pt665,,The Snake 2016,/track/272pt665/sander-van-doorn-fred-pellichero-the-snake-2016/index.html,False
2l7vdbdp,whzzqd,['gbr6dh'],2l7vdbdp,,Keep Pushin,/track/2l7vdbdp/tujamo-keep-pushin/index.html,False
1sl9c8f,6bfyxn,,1sl9c8f,,Stellar,/track/1sl9c8f/daddys-groove-stellar/index.html,False
2fl9w6xp,x8slzd,['qzuyy7'],2fl9w6xp,,Another Round,/track/2fl9w6xp/daniel-portman-another-round/index.html,False
16hnvgmf,1w5nv64,['9lsptr'],16hnvgmf,,Midnight,/track/16hnvgmf/don-palm-midnight/index.html,False
27zh6u7f,4n9jgd,['kxzqmr'],2tpc31x5,2rl59z4,Blinding Light (Passenger 75 Uplifting Remix),/track/27zh6u7f/mike-shiver-blinding-light-passenger-75-uplifting-remix/index.html,True
w7t11qf,7t1w57d,['gnn5y7'],w7t11qf,,You,/track/w7t11qf/dom-dolla-you/index.html,False
sgy131x,2rmpf14,"['3xvxl7', 'q3k2p7']",1vr6vspf,377z4kw,Shake That (Styline Remix),/track/sgy131x/dansson-marlon-hoffstadt-shake-that-styline-remix/index.html,True
2ujwhczx,14f19yn,['5qd4v7'],2ujwhczx,,Cthulhu,/track/2ujwhczx/extravagance-sl-cthulhu/index.html,False
1c1k978f,3w1mb0w,['30bgpz'],1c1k978f,,Do It Again,/track/1c1k978f/danny-ray-do-it-again/index.html,False
11uvrc35,ts5ytn,"['v5893h', 'cyhh37']",11uvrc35,,Awake,/track/11uvrc35/radion6-awake/index.html,False
188ucujx,s64plw,['69d3xr'],15hf94jx,,Stay (Drop The Poptart Edit),/track/188ucujx/deadmau5-stay-drop-the-poptart-edit/index.html,True
10xhpkx5,109gdxw,['1py6lsz'],10xhpkx5,,Tribal Nights,/track/10xhpkx5/james-kiedis-tribal-nights/index.html,False
1kjd44mx,49mp1qn,"['jtp0kz', '539257']",1kjd44mx,,All About You,/track/1kjd44mx/alan-morris-all-about-you/index.html,False
1p86gzwx,5rs23n,['9lsptr'],1p86gzwx,,Inferno,/track/1p86gzwx/evol-waves-inferno/index.html,False
1vrudprp,7hs5xdd,['usjfc7'],1vrudprp,,Imaginary,/track/1vrudprp/brennan-heart-jonathan-mendelsohn-imaginary/index.html,False
20lqn69x,1nm07fd,[],20lqn69x,,Ratchet Ten,/track/20lqn69x/jay-d-ratchet-ten/index.html,False
265t9gj5,87zvcjn,"['v5893h', 'cyhh37']",265t9gj5,,No One Else,/track/265t9gj5/ultimate-moonsouls-no-one-else/index.html,False
2dp9u515,84hmtun,['t30uuz'],2dp9u515,,Check It Out,/track/2dp9u515/supertons-check-it-out/index.html,False
kwpbtjf,69010dn,"['x81317', 't21c0z']",1p74zdwf,15ljtrw,Payback (Havok Roth & Enzo Picardi & Party Thieves Remix),/track/kwpbtjf/dimitri-vangelis-wyman-steve-angello-payback-havok-roth-enzo-picardi-party-thieves-remix/index.html,True
mt5ly3x,8q7kq94,,mt5ly3x,,Carnival 69,/track/mt5ly3x/stas-drive-carnival-69/index.html,False
u97r8t5,7w0mj54,['p85nzr'],u97r8t5,,Clockwork,/track/u97r8t5/grant-bowtie-clockwork/index.html,False
2kbf8dzx,5sg3fu4,"['r8zh9h', 'cyhh37']",2kbf8dzx,,I Believe,/track/2kbf8dzx/omnia-audrey-gallagher-i-believe/index.html,False
1xqm6w0f,1zur8xw,['p85nzr'],1xqm6w0f,,Combine,/track/1xqm6w0f/bustre-combine/index.html,False
f6hwztf,1fq0pd4,"['q3jm17', 'nxl7p7']",13kr308f,75ydyuw,Anywhere For You (Carli Remix),/track/f6hwztf/john-martin-anywhere-for-you-carli-remix/index.html,True
20jv85jx,8qkb59w,"['30bgpz', 'cyhh37']",2hff2prx,9523fnn,Age Of Innocence (Hellberg Remix),/track/20jv85jx/elephante-age-of-innocence-hellberg-remix/index.html,True
1mcjyfnp,32zm534,"['v5893h', 'cyhh37']",1mcjyfnp,,Unity,/track/1mcjyfnp/arisen-flame-unity/index.html,False
g7dscu5,7stq3hn,"['rlgw8z', '42b5bh']",sffyjpx,,Febreze (VIP),/track/g7dscu5/jack-u-febreze-vip/index.html,True
2gj67cqp,2wy00yn,['t2msvz'],2gj67cqp,,Kolkata,/track/2gj67cqp/bar9-kolkata/index.html,False
2dpndk55,hkf9jn,"['30bgpz', '98qdbh']",7p3k5f,8dxvr7d,Flauta Magica (Tom Tyger Remix),/track/2dpndk55/mark-knight-funkagenda-flauta-magica-tom-tyger-remix/index.html,True
2pz1116f,8uq1bhn,['pt4g47'],2pz1116f,,Disco Never Dies,/track/2pz1116f/gone-disco-never-dies/index.html,False
2tqz1k45,1l0321n,['fv5z87'],2tqz1k45,,Beat Of The Drum,/track/2tqz1k45/audiofire-beat-of-the-drum/index.html,False
28x85w0x,5qrlmun,['wd00zh'],28x85w0x,,Galaxies,/track/28x85w0x/kill-the-buzz-galaxies/index.html,False
1u1mqfmp,8mj59x4,['hrzd5z'],1u1mqfmp,,Avenoir,/track/1u1mqfmp/monoverse-avenoir/index.html,False
1wr34mcp,1qjzh94,['p85nzr'],1wr34mcp,,Timeless,/track/1wr34mcp/rameses-b-timeless/index.html,False
g5npgb5,18jx16n,['q9trkz'],29spvl6x,,Feels Like (Orlando Dub),/track/g5npgb5/teed-anna-lunoe-feels-like-orlando-dub/index.html,True
1ymv9pr5,nx1z4n,['t274lh'],1ymv9pr5,,Remember House,/track/1ymv9pr5/edx-remember-house/index.html,False
28vw5sgp,7xusc14,"['7hkhx7', 'gbr6dh']",28vw5sgp,,Canyons,/track/28vw5sgp/bisbetic-canyons/index.html,False
20lrr6fp,7stq3hn,"['rlgw8z', '42b5bh']",cdurbvf,16180v4,Mind (Ekali & Gravez Remix / Karol Tip Edit),/track/20lrr6fp/jack-u-mind-ekali-gravez-remix-karol-tip-edit/index.html,True
243wwvdf,2xq3jgn,"['ssx2hr', '7hj7vz']",243wwvdf,,Merium,/track/243wwvdf/mateusz-merium/index.html,False
5h32yf5,2jvxuz4,,5h32yf5,,Booty Bounce,/track/5h32yf5/gta-booty-bounce/index.html,False
1hr82065,n9z76d,['98qdbh'],1hr82065,,Like It Deep,/track/1hr82065/rene-amesz-like-it-deep/index.html,False
15k1t775,3fsrwrn,['30bgpz'],15k1t775,,Your Body,/track/15k1t775/cat-dealers-your-body/index.html,False
11lzq1f,48yzfun,"['r8zh9h', 'cyhh37']",11lzq1f,,Eternity,/track/11lzq1f/armin-van-buuren-tisto-alibi-eternity/index.html,False
1kmzb1ux,3y4k52w,['j9pw3r'],1kmzb1ux,,Steal,/track/1kmzb1ux/maribou-state-steal/index.html,False
1r1y8djx,4q1m10d,['b58m6r'],1r1y8djx,,Dum Dee Dum,/track/1r1y8djx/keys-n-krates-dum-dee-dum/index.html,False
23c0s0m5,4fc81ld,['t432kh'],23c0s0m5,,Enemy,/track/23c0s0m5/blaynoise-enemy/index.html,False
1t2d38rx,3uvz2vw,['x843qz'],1t2d38rx,,Yeowoobii,/track/1t2d38rx/kago-pengchi-yeowoobii/index.html,False
1nb22skx,4tjqr7n,['t21c0z'],1nb22skx,,Love Will Never Let You Down,/track/1nb22skx/eddie-thoneick-abel-ramos-love-will-never-let-you-down/index.html,False
1mjvhsf5,7264v64,['49f1sz7'],1mjvhsf5,,What Could Have Been,/track/1mjvhsf5/amos-riot-night-merc-what-could-have-been/index.html,False
13pl7qtp,7qq2d7d,"['v5ry2r', 'v5819h']",sh2d2bf,3nut2nw,Drum Machine (Melé Remix),/track/13pl7qtp/big-grams-drum-machine-mele-remix/index.html,True
2um3fbpf,qs2lq4,['st4cwh'],2ugyuh5x,46lphd,Life (Sean Tyas Remix),/track/2um3fbpf/ben-gold-life-sean-tyas-remix/index.html,True
1nddu9vf,2djsryd,['qf0hnr'],1b4b3wx5,4x34954,Lean On (Ephwurd & ETC!ETC! Remix),/track/1nddu9vf/major-lazer-dj-snake-lean-on-ephwurd-etcetc-remix/index.html,True
bjdz5zp,4tupt6d,['5m3sp0r'],bjdz5zp,,Selection A,/track/bjdz5zp/curbi-selection-a/index.html,False
1cz30k1f,74bdh5d,"['wc09ch', '539257']",jyugrl5,86v62m4,Not Okay (Kris O'Neil Remix),/track/1cz30k1f/dinka-tania-zygar-not-okay-kris-oneil-remix/index.html,True
1vwfqt9p,yqw9nd,['gbr6dh'],1vwfqt9p,,Flow,/track/1vwfqt9p/matroda-flow/index.html,False
4wc8lpx,t32glw,['9vqwzh'],4wc8lpx,,Rattle,/track/4wc8lpx/bingo-players-rattle/index.html,False
yyycd9p,74mz3pd,,yyycd9p,,D2B,/track/yyycd9p/max-styler-charlie-darker-d2b/index.html,False
20kd2m0p,4c22kuw,['30bgpz'],20kd2m0p,,B U M P,/track/20kd2m0p/dbstf-bump/index.html,False
blbvn0f,56sk0dw,['94djp57'],blbvn0f,,The Nephilim,/track/blbvn0f/curtis-young-jak-aggas-the-nephilim/index.html,False
cf346cx,j4dbbd,['cyhh37'],17c1g5nx,,Another You (Extended Mix),/track/cf346cx/armin-van-buuren-another-you-extended-mix/index.html,True
2unut15,ub1hvn,['9vqgbr'],5mcw8n5,ub1hvn,Thing Called Love (Above & Beyond 2011 Club Mix),/track/2unut15/above-beyond-thing-called-love-above-beyond-2011-club-mix/index.html,True
1hsq9845,7jvctqn,['c24vd7'],1hsq9845,,Enso,/track/1hsq9845/the-alliance-enso/index.html,False
1t2sunw5,8s2jt4,"['v5893h', 'cyhh37']",1t2sunw5,,Titans (Official Atlantis 2016 Anthem),/track/1t2sunw5/marlo-titans/index.html,False
13qs4hdp,354lhvn,['dwh8yz'],13qs4hdp,,Get A Moev On,/track/13qs4hdp/dbn-paul-vinx-get-a-moev-on/index.html,False
y3n360p,4zct4pd,['6duytr'],tggt21f,8bujjfw,Voice Inside (Assaf Remix),/track/y3n360p/dan-chase-voice-inside-assaf-remix/index.html,True
2qx2p47f,rwkkgw,['cyhh37'],k16j2x,fhbmm4,Saltwater (Jody Wisternoff Remix),/track/2qx2p47f/chicane-saltwater-jody-wisternoff-remix/index.html,True
kzbdywf,53fy114,['171v9mz'],kzbdywf,,We Did It,/track/kzbdywf/area21-we-did-it/index.html,False
1vsyjk1f,5g2241n,['qf0hnr'],1vsyjk1f,,BaDINGA!,/track/1vsyjk1f/twrk-badinga/index.html,False
1d3274tx,g52zsw,['27vn0fh'],1p8cgcjf,44dpglw,Northern Lights (Glynn Alan Remix),/track/1d3274tx/hemstock-jennings-northern-lights-glynn-alan-remix/index.html,True
1jl1cwyp,8jj1qyw,['92bgxz'],1jl1cwyp,,Brick,/track/1jl1cwyp/12th-planet-protohype-brick/index.html,False
2n41sz9p,488pp0d,['nzsshz'],2n41sz9p,,Protest,/track/2n41sz9p/bastian-bux-protest/index.html,False
1r632t75,9376q3w,"['dkkjlr', 'rlgw8z']",j25lrpx,2hpykbd,Untouchable (BRKLYN Remix),/track/1r632t75/tritonal-cash-cash-untouchable-brklyn-remix/index.html,True
2qtnf9mf,nbv3sw,['98rncr'],2qtnf9mf,,Torba,/track/2qtnf9mf/nari-milani-torba/index.html,False
bhx7cxf,v0gbbw,,bhx7cxf,,Dawn To Dusk,/track/bhx7cxf/thomas-schwartz-fausto-fanizza-dawn-to-dusk/index.html,False
uddx34f,1m0zgtw,"['2tqp4nz', 'gbr6dh']",uddx34f,,No Sleep,/track/uddx34f/blasterjaxx-no-sleep/index.html,False
7ncp8xf,3s7djjn,['9lsptr'],71z0x7x,7v0jtpd,Like Home (Dannic Remix),/track/7ncp8xf/nicky-romero-nervo-like-home-dannic-remix/index.html,True
1nhjwubf,37557md,"['1vxhqs7', 'rvx07z']",1nhjwubf,,Show Me,/track/1nhjwubf/loud-luxury-show-me/index.html,False
f8zf9sf,5zt5tnd,['7hn8sz'],f8zf9sf,,Sensation,/track/f8zf9sf/volkoder-sensation/index.html,False
1htm8jzf,5xdnlnd,,1htm8jzf,,Whole Heart,/track/1htm8jzf/gryffin-whole-heart/index.html,False
1r72dlux,5m5xh54,['gbr6dh'],1r72dlux,,We Wanna Party,/track/1r72dlux/tjr-we-wanna-party/index.html,False
28w6c9gf,7f8y0yd,"['38s4l7', 'gbr6dh']",1xq2cuzp,77l9cnw,Every Single Piece (LVNDSCAPE Remix),/track/28w6c9gf/redondo-leon-bolier-every-single-piece-lvndscape-remix/index.html,True
2gk4ny05,1ddgd1d,['6mxgmxr'],2gk4ny05,,Sixteen,/track/2gk4ny05/nay-jay-epicfail-sixteen/index.html,False
23c7frgx,4xlnk1d,['30bgpz'],23c7frgx,,Close To Me,/track/23c7frgx/nik-ernst-basalto-close-to-me/index.html,False
1gwqgp2f,8t05hdw,"['pbqgxr', '539257']",2n489xuf,78dtkd,Fall Into You (Sunny Lax Remix),/track/1gwqgp2f/cosmic-gate-jes-fall-into-you-sunny-lax-remix/index.html,True
2wj5c5u5,8jrmn5n,['p85nzr'],2wj5c5u5,,The 90s,/track/2wj5c5u5/aero-chord-the-90s/index.html,False
2bqmql7x,5n303fw,['668r8h'],2bqmql7x,,Saints,/track/2bqmql7x/jenaux-saints/index.html,False
238qxnwp,84w4nzd,['p85nzr'],238qxnwp,,Top Of The World 2,/track/238qxnwp/stephen-walking-top-of-the-world-2/index.html,False
1zlp4skx,rb4wkn,"['wc09ch', '539257']",4guwzfp,rb4wkn,Falling (First State New Era Remix),/track/1zlp4skx/first-state-falling-first-state-new-era-remix/index.html,True
2655cz2x,3mzjgud,['6bc43r'],2jdzt9mp,l116r4,Next Best Thing (Steve Aoki Remix),/track/2655cz2x/nikki-rich-next-best-thing-steve-aoki-remix/index.html,True
