id,title,style,soundcloud,youtube,track_count,track_id
8glkpfk,2Dirty - Back2Back 005 IBIZA 2015-06-19,"House, Tech House, Deep House",['210749201'],[],15,"['28vrqr9x', '1q7ysbjp', '1ndhprnf', '254w8skx', '239cw3z5', '1t07jmf', 'nr56sjf', '2whkszrf', '1nd7rdyx', '196ssh0f', '1ndbdhmx', '2rsykuyx', '10ukkxux', '9kbnxff', 'pnshfdp']"
f4v9lnt,"DJ Snake @ Insomniac Countdown NYE, NOS Events Center San Bernardino, United States 2014-12-31","Electro House, Trap",[],"['KD3gGkiFh_Y', 'HDhlUrn3ZPU']",26,"['1s0n2u5p', '2nwmq8np', '2brk3qgp', '1mf30p45', '2453qbxp', '2dlcr0lx', 'g5hw425', '2fg2k92p', '2bqnj0qf', '13m0xcf5', '1uvfzkuf', 'lu0wpx5', '246b58lf', '15g70j1p', '2wj5mq8x', '2px2j7tx', '1r6zbr5', '2l289uff', '2cp6htkf', '227cbs05', '7gxntjf', 'qkk40nx', '1q75xzlf', '5gfh3rp', 'pktmur5', '2ujrjruf']"
2m0dx0f9,DIM3NSION - DIM3NSION Selection 132 2017-04-07,"Trance, Progressive House",['316560096'],[],13,"['1f10cz9f', '1mkjwv8f', '2bunvp15', '1nhfsx1x', '2rvxkqcf', '1b7jvj15', '2819pdn5', '20lvj9fp', '10xjp1r5', '2trk8n9x', 'vbskyu5', '2rvxf5uf', '249yhpsf']"
6yp116k,Mightyfools & Mike Hawkins - Spinnin' Sessions 095 2015-03-04,"Electro House, Progressive House",['194356385'],['DgkwW5vQBug'],22,"['dbbcuy5', '1hrc57z5', 'u98v1b5', '1klrjupp', 'g696kp5', '1wrq2ttp', '1b49468f', '2pw4rsb5', '2px0v2nf', 'ywlku4f', '1zk44675', '1dx08ctf', '15g70j1p', '1czfj3bf', '22c0jl4p', '2vhhvyfx', '246msdqf', '1c1dzj15', 'tcvju5x', '1s26cugp', '10u0klwp', '1s33mxk5']"
2t7gs61,Dada Life - Dada Land Best Of Mix 2015-12-18,"House, Electro House, Progressive House",['238129671'],[],22,"['2tmpc8qp', '2qum4hjp', '28vpk0ux', '10tx1jyp', '2nz91yqp', '2sqkb1hf', '1km4fydx', '16f7v55x', 'u9uy5kf', '11s8wptx', '2wfq6d0f', '2vgjh53p', '13n3tr1f', '1hrmm4q5', '1s402f8x', 'k0pltgx', '1nd7rdyx', '1b50mwyf', '2qv2lrxp', '23b0458x', '2uk6qwgx', 'h4hwt5f']"
6ud95vk,Bassjackers - JackinDaBass Radio 004 2013-04-26,Electro House,[],['1fvit6JqJGA'],12,"['192ypgm5', '2l24wz0p', '1hmk082p', '219bqlgp', '1xlmcc9p', '1jk5zzp5', 'c8s4h75', '56gm5j5', '1n8ncq6f', '2l29gk75', 'hxn2frf', '21b0z37p']"
7ztmz39,Yves V - V Sessions 007 2015-08-07,"Electro House, Progressive House",['218498618'],['G0X5A3f9NEM'],14,"['mtng08p', 'qm4bu1x', '1tznzkwf', '29u9cy8f', '270vfcpx', '2k8q1zmf', '2dmqg3p5', '1s3r63mx', 'yzdbhxf', '26311n6f', '20j5wljx', '2gh8hdu5', '189f3trx', '7xqflmf']"
f4wn3z9,Nifra - Rebel Radio 016 2016-11-28,"Trance, Progressive House",['295204518'],[],16,"['20l4m4hp', 'rm0f8nx', '2dpkry45', '1ngw55zx', '19929gx5', '1uzb3r6f', '18c2nbjx', 'y3n1q5f', 'w7ytd4f', '28yj5vzp', 'g91hqxx', 'lxzwhwx', 'mvs1qkp', '23ct4g7f', '271ynzpf', '2unfxvsx']"
4fkrfb1,Erik Arbores - Arbores Radio 012 2014-05-07,"Electro House, Progressive House",['148326259'],['oU16GvNgN94'],7,"['2bn9fwk5', '2vg1mmbx', '2vg3wbhp', '260jm99f', '1lgmym9x', '1kk51p45', '2j7zjrcf']"
526fzu1,Bingo Players - Hysteria Radio 026 2014-01-22,"Electro House, Progressive House",['130696102'],['9vUq6NVp9Kw'],14,"['w2wjvzf', '1kjlumwx', 'd86hbfx', 't9quv75', '14gzpgyf', 'cb5mfu5', '1ftckzyx', '2j7xgj6x', '2l3nym3x', '14gu6r4x', '1q4ynyf5', '21c2cplf', '15f3j9nx', '1yktthm5']"
1vqnbt2k,James Grant - The Anjunadeep Edition 105 2016-06-30,Deep House,['271575474'],[],10,"['nt0j4bp', 'pqu5pvf', '1wuhs91f', '2p1wvv0p', '18cql9l5', 'v9dymgf', '2p1d11tx', '1uy8bfnf', '1d1uhfhx', '1r7r40bp']"
4qbfvt9,"Armin van Buuren @ A State Of Trance 650 New Horizons Warmup Set, Jaarbeurs Utrecht, Netherlands 2014-02-15",Progressive House,['135011747'],['XpHOmw2mlRg'],13,"['1r21jdnx', 'x16sn9p', '1byl7n6p', '1grglnsx', '20fqdp85', 'xyvq3mp', '2l3x15k5', '3mhv1wx', 'w2zxmh5', '1wq6cmpx', 'x10l8np', '2vfyygrf', '20fphfqp']"
c8wrxz1,Axwell - Axtone Presents Smörgåsbord 2016-06-25,"House, Progressive House",['271571640'],['STXEs3Vfkx8'],18,"['2qwdt0x5', '1s2h7w9p', '28xtcrrf', '270hddc5', '28xc5mj5', 'h6p8x3p', 'ky3ffzp', '13pf3tpx', '2ghsn11f', '1ypm08q5', '1q96umr5', '1s5cr5l5', '1hszxw3f', '1jqs1jyf', 'sh56yjx', '1zmvclg5', '1s5dlv9x', '1vy6ck3p']"
4gm6ql1,"Cosmic Gate @ Creamfields UK, United Kingdom 2015-08-28",Trance,[],['gWqzMhXcttg'],7,"['bfpt1tx', 'g6slsnf', '1klk1b1p', '2nxru5wx', '2n22c845', '1r50876p', '22bj1mux']"
6ck7zd9,Dan Stone - Digital Obsession 020 2013-05-24,"Trance, Progressive House",['94327397'],[],10,"['2dh2gtdf', 'jw9kzr5', '2l2m4r05', '11nu48x5', '25z5hkxp', 'w1x72cp', 'bcttkzf', '1tvg5py5', '2ckw4v0f', 'f51gt6f']"
6w5dlfk,Bart Claessen - Playmo Radio 150 2015-09-30,"Electro House, Progressive House",['226284205'],[],19,"['y1qx5sp', '1pbtpqxx', '29rxy705', 'zx10wpf', '2wgfq4nx', '1s3x9scp', '21g5u7cx', 'zw4mj2p', '1kmn5rhx', '1xqy9bt5', 'v7xyucf', '2dmw4pgp', 'ubf81lx', '1fwdn3h5', 'rk1fnnx', 'h4x1975', '2wgk6gdx', '2tnvbu5f', '1mh8clzp']"
341rg71,Afrojack - Jacked Radio 147 (Week 33) 2014-08-17,"House, Electro House, Progressive House",['164250315'],[],20,"['tb6n45f', 'g56jyuf', '10t110hf', '12mp7lvf', 'pmjh4np', '1c1153nf', '2tllngtx', '14j90zhp', 'jynwghp', '2dk7297x', '1nbnfptx', '1r4hvk5f', 'cbs6mqx', '6n0futf', '1s26cugp', 'lu0wpx5', 'qkhsxrx', '11qu463p', '2cn3mfx5', 'x20xjlf']"
31ufpmt,"Eric Prydz @ Cafe Mambo Ibiza, Spain 2015-07-29",Progressive House,[],['mscoOn1_vts'],20,"['1byf77dp', '1xqw8cpx', '1p9nmc25', '2dh9j3c5', '3q9ydp', '15hvn505', '1du0ll85', '865mwp5', 'u7kj4cx', '2ulxj8vp', '2wrbgz5', '3hvj34f', 'npu1bgp', '610t7f', 'r941sp', '2dmkyd1p', '1wrccncf', '16fp9qjx', '6yu2q1x', 'w214f3f']"
bbx8cb9,Dimitri Vegas & Like Mike - Smash The House 154 2016-04-08,"House, Electro House, Progressive House",[],['PMJNpoRHinE'],16,"['23bsz8nf', 'cgk8bqf', '2n3715kx', '18bkf5tx', '2pywtn65', 'bjugdu5', 'kz6nu55', '17drnvff', 'x4tmru5', '1xrrrdlx', '1vwfxd7p', '2rufsnpf', '16gtpdtx', '1t2zlxsx', '29vduxm5', '15k4nc7p']"
2m824w9,Dave Neven - Digital Noise 003 2015-12-09,Trance,['236714559'],[],13,"['197rkdlx', '11t9y5nx', 'qmkm925', 'rkhunmf', 'kyjuz3f', 'yzkgxnf', '15jfhd9p', '2n2cqcff', '271d0mpx', '1zlwqgxx', '1guhb5ff', 'g7cd7qp', '2dn73pw5']"
7c3yn79,"Amir Hussain @ Synergy, Glasgow, United Kingdom 2015-10-10",Trance,['228707887'],[],13,"['2l6mt6kf', 'v83huff', '2ulwmtrf', '20j9mp2f', '1kmqf8kx', '15jzt8c5', '2pxswjqp', '239nwpcx', 'lw75jtp', 'nru7tmx', '255799tx', '2fkxcpkf', '11srqb1x']"
74b9ldk,W&W - Mainstage Podcast 228 2014-10-13,"Electro House, Progressive House",['171938414'],[],18,"['2gfv9r35', 'rfgrl8p', '2pvy9bv5', '2cnhfw8f', '1r4ulfuf', '1ylmhj95', '2n0rbjgx', '2spr6p1x', '1wrk8hbf', '195tgmg5', '1cz5zf5p', '253vkpr5', '2m2w4l3p', '2k7819n5', '17b26dhp', 'h3c60dp', '1zjn7psf', '2bqnj0qf']"
8h5sl5t,TWOLOUD - Big Bang Radio 027 2016-02-12,"House, Electro House, Progressive House",['251335696'],[],20,"['2fl8fygp', '1dz8kxz5', 'x4d6r9p', '2umcz98p', '21grr1gf', 'pptx5u5', '2fl9d585', '1xrcmbmx', 'j38k1u5', '1yp58w4p', '263crllp', '1nfgu6cf', '1fwyr4sp', '13p3rzxx', '1hsjjxq5', '2rtvllq5', 'x49rqzf', 'cfvlgm5', '1hs9z6s5', 'v8hbhmf']"
1lf7907k,Defqon.1 Australia - Official Aftermovie 2017-03-10,Hardstyle,[],['oQ29ob6Efjg'],3,"['11tfd46p', '1jqzp8s5', '2ssrf0vx']"
63qqjt9,Sander van Doorn - Identity 268 2015-01-09,"Electro House, Progressive House",[],['IUyyCDqtvt0'],17,"['y0kyk1f', 'luxvnzx', '2dlqs6c5', '2k7jfqhx', 'tccc5rf', 'pm444zx', '2bq9s2ux', 'j1h8xwf', '20h93lv5', '10tyf3hp', '14k38cux', '1typyw8f', 'rhuz6n5', '1c1dzj15', '11rufrcf', '2ggblycx', '2k7r05v5']"
29q8h531,Don Diablo - Hexagon Radio 109 2017-03-01,House,['310160998'],[],19,"['1b7hm5zx', '2hhl7yy5', '2hh4phmx', '2vm0bhs5', '2wjt0kgx', '1xt9yv25', 'sk7kn9x', 'fcmum5f', 'y41bd0f', '22gumvc5', '28yyfnyf', '11v85cfp', '15lhpjlf', '257rf9p5', '11v88mxf', 'l0lcf1f', 'th1gh7f', '1b7hly5x', 'pr18kmx']"
4nyfhft,Bassjackers - JackinDaBass Radio 087 2016-01-29,"House, Electro House, Progressive House",['244401489'],['N1cvC_nFH6w'],16,"['1uwrq5up', '2fl7n67p', '2n2u2usp', '2srv2qxf', '21gtvjvf', '14lqgqm5', '2k9h2cx5', '1vvzb33p', '2jcnpn6f', '2716qdff', '14lzpl4p', 'g7r4505', '29v1pxsp', 'bjhvc6p', '28x7wvy5', '1kmvzjp5']"
2t04c6t,R3hab - I Need R3hab 156 2015-09-18,"Electro House, Progressive House",['224394774'],[],15,"['270zv0wf', 'j2pqw95', '2nzysddf', 'k0klnw5', '1c2z6bzf', '1b55m2qf', '9l2xh0x', '2pxvmntf', '13nhkx45', 'j2gh675', 'pnuz08p', 'rk1fnnx', '2fkns63p', '29ugkwtx', '177ckxrp']"
242z24m9,Solarstone - Pure Trance Radio 048 2016-08-10,Trance,['277775708'],[],14,"['1kp2urvp', '22fjpdcp', '17f83lwf', '2n3rc3qp', '9mk61xx', '2btbx61p', '1pd9c4f5', '1pd2f2y5', '28y3sn2f', 'j454rlf', '1b6lzs1p', 'bkccr2p', '22fgkndp', 'w7qn8pf']"
92b6zm1,Sander van Doorn - Identity 215 (Highlights of Doorn Records 2013) 2014-01-04,"Electro House, Progressive House",[],['fnWYUVwMkUI'],16,"['235gcnn5', 'hyfgf45', 'hyzqhkx', '20f1s9ff', 'kurwqh5', 'h18r3v5', 'u67fcq5', '2j70v28p', '2tkth77f', '27txj6kp', '1jk5zzp5', '2j71q2jx', '1khrg605', '1lg2n53x', 'xy2khl5', '178038wp']"
1b0ggh6t,Luca Guerrieri - Mixtape Radio Show 043 2016-07-23,"House, Tech House, Deep House",['274941991'],['4b6jePEFfaQ'],12,"['z0sg5rx', '1htdlr5x', '1jr53srp', '22f6yf65', '27ztcspf', '17fhzv4x', '15kl5dp5', '1yq750jx', '2btnrwcp', '2whs7ysx', '14mshv4f', 'lblj85']"
1qzblq1,Qulinez - Recklezz Radio 019 2014-02-24,"Electro House, Progressive House",['136532630'],[],7,"['h1ugtvp', '1bzmsdbp', 'x149c65', '1jlfpqjp', 'bf7bk0x', '1q5nqhkx', '13kr308f']"
w1p6z1k,Sam Pace - Pace Yourself Radio 003 2016-08-12,"Electro House, Progressive House",['277937924'],[],15,"['mvcm4np', 'bjxsx0p', '2pzbnyqx', '1ng4gtg5', '1t3d87j5', '2ruultpf', '2ruxp72p', '2pzch3n5', '10wc2v0p', 'kzt992f', '12s2gu2x', '1wupslcp', '20kx3qd5', '188fddlp', '2btqw5x5']"
7n21l7k,MONSTERCAT - Podcast 079 2015-10-20,"Dubstep, Electro House, Progressive House",['229623815'],['GYiyZ-4K21k'],18,"['14jzdjyf', '1jnp2tl5', '2vjqh5sx', 'lvc051p', '1gugm80p', '1r6pphhx', '1zlwrqz5', '1yn1qfhf', '2um59jgf', 'h55pqxp', 'ms04y5x', '2384vc15', '2bqzfxyx', '17cf42hx', '2bs259g5', '2j9qjxjx', '2tlw9w5p', '2bquj455']"
10q8chq9,MONSTERCAT - Podcast 106 2016-05-17,"Dubstep, Electro House, Progressive House",[],['BaqXsa9f8I0'],15,"['1b4gswhp', '1r5flrnp', '2l5s8gyf', 'w5kmzn5', '1u10t4h5', '10w9mzzx', '2vkq2zqp', '28ug5p15', 'h2lq2gp', '1vu5sv65', '1wufd7gf', 'u97r8t5', 'tg1ybhp', '1jqycsn5', '254kkxvf']"
2h8gjyct,Matt Nash - The Sound of WEARE 012 2016-06-17,"Electro House, Progressive House",['269575712'],[],17,"['x4u7llp', '15k390jp', '11tfgx2f', 'j5gzqf', 'tfyvq7p', '2728ksdf', '2727msfp', '2umst3jx', '1vwk6bnf', '1nfnynhp', '2btdzp05', '10wc2v0p', '28xpcm4p', '2bt9gc0x', '2m5n96vf', '270nq11x', 'l36dlx']"
1kh7pvbk,WILL K - 2016 Releases Mix 2016-12-22,"House, Electro House, Progressive House",['299184026'],[],8,"['h6p8x3p', 'lwwwd4x', '280f4rkp', 'v8hbhmf', 'nss4825', 'x5v5txx', '1nfm8j25', '2m5ccxyf']"
3lhh0lk,"Tritonal @ WaMu Theatre, FreakNight Festival Seattle, United States 2013-10-25","House, Electro House, Progressive House",[],['2iWrU_Mjy2I'],10,"['wz8xgb5', '2dj8vydp', '28t6jftp', '2wb4uvxx', '2nwhy5vx', '5v4k0ux', '27vb1jwx', '14gzpgyf', '2qqyq0gf', '2cllv74x']"
10qp84st,TWINX - No Tomorrow Vol. 25 Mix 2016-10-18,"Electro House, Progressive House, Trap",['288886503'],[],16,"['v8ynfbx', 'j32cx75', '1wuzhkk5', '2hf23ghp', '2rtvllq5', 'zxzwd8x', 'fbxjkkx', 'cgsjhf5', '1s4whtvp', 'ntqb85p', '1zmv4umx', '2m3z20wx', 'g7gq98f', '2whdsmwp', '238jcfcf', '2hfxd57x']"
63ztu2k,AN21 - Size Radio 048 2015-05-14,"House, Electro House, Progressive House",['205460362'],[],14,"['j20g24x', '2sqkb1hf', '1r5rdwd5', '1c29hz85', '188whlhx', '2px66ky5', '1t17fszp', '8rzrw8x', 'pnshfdp', 'h46pym5', '1pb34lsf', 'w5gdswp', '2rsurgyf', '1wrccncf']"
5lm981t,DIM3NSION - DIM3NSION Selection The Best Of November 2015-12-02,"Trance, Progressive House",['235720726'],[],15,"['10vcwvh5', 'ubsnug5', '13nm2fqx', '23b4sq6p', '247z8z6f', 'sh59hlp', '2srn03y5', '1ynv7g0f', '197qg5nf', 'kyjuz3f', '271d0mpx', 'dctk7r5', '1c36t9dp', 'zxczx2x', '1guhb5ff']"
xxbghq1,Untold Festival - Official Aftermovie 2016-11-23,"Electro House, Progressive House",[],['WKtLEnRh6HY'],10,"['198qxnbp', '2sr2tsmp', '1d2gn5bp', '12sd719p', 'y3fdwm5', '23c655mp', '28y40c4p', 'nt00t3x', '248jltvf', '189j2znp']"
5vcjm49,Nouveaubeats - Club Nouveau 090 2015-09-18,"House, Electro House, Progressive House",['224416592'],[],19,"['29uglcgp', 'f98mfvx', '1hrwl58f', 'k0b66h5', '29ugkwtx', '2pxvmntf', '1zldzg85', '29uc6w05', '1d0s6rrx', '2bs4s3up', '247l382p', 'v8961h5', '1lkb6grp', '11su3tkp', 'dcduf5f', 'dccmc5f', '1xqy9bt5', '270zv0wf', '1zl2j2tx']"
7yyd2qt,Fabrik Madrid - Dimitri Vegas & Like Mike Event Teaser 2014-06-18,"Electro House, Progressive House",[],['roHyBIovYy8'],10,"['hyvtx7f', 'bd1rlwf', '1p7qyxw5', '6qdj75x', 'ywdqynp', '1zh5dwuf', '219bqlgp', 'g32q7xx', '5pmgxf5', '2j7zjrcf']"
66u1n7k,Brian Cross - Radio Show #053 2015-03-04,"House, Electro House, Progressive House",['194160212'],[],31,"['2gg86mzp', 'f808u25', 'kx9ct7f', '2m3g2fdp', '1vuhqdbf', 'msthds5', 'g5wmg7x', '1ncmj335', '2l55t9yp', '2ny5n7f5', '1c1dzj15', '20h6bxxx', '1dxm5nxx', '2rs1ntdx', '2sq103bp', 'w41uj8p', 'pm444zx', '2n10pms5', '22c5bfz5', '2wdjjm1p', 'kx649qp', 'lup0q9x', '2k7r05v5', 'kx77ufp', '2rs9xvuf', 'ql8ub8x', '238lk4tp', '2nyllp45', 'ltx2vh5', '1p97w5sp', '2l5lsrwx']"
59up8pt,Tritonal - Tritonia 118 2016-02-05,"Electro House, Progressive House",['246053808'],[],19,"['1d105k25', '29v1pxsp', '1fx1d9d5', '2p0msd9f', '29v399bf', '21gvy7mx', '21gyfbvx', '15j2lq35', '2n2x20pf', 'kyx1ztp', '263xsndx', 'x4m313f', '2dnl5p0x', 'g7r4505', 'pq408px', '2fl9dmwx', '1nfm7gvp', 'lwskppp', 'zxztcm5']"
11nfvrd9,REVEALED RECORDINGS - 1001Tracklists Exclusive ADE Mix 2016-10-10,"Electro House, Progressive House",['286548422'],[],16,"['chgm6np', '1f07d9gf', '2dpm4gxx', '249dccgf', 'bkn8gf5', 'w7urprx', 'l01p4cp', '1s5y8b15', 'tgh1ub5', '280l3lkx', '2btztcwf', '2p1v3fcf', '1c4qvutf', '1b6x698p', '2qxfktgp', '1993jrrx']"
2lfblyk,Afrojack - Jacked Radio 164 (Week 50) 2014-12-19,"Electro House, Progressive House",['182076443'],[],15,"['187q9px5', 'msqqkzf', '10tx1jyp', 'j1h8xwf', '2hd059nx', '1964cbmx', '2hd06225', '1xpp8c55', 'cd8cq5f', 'd9mcx4f', '2bqz3pux', '2k4lnnb5', 'pmwxxdf', '1uwcbwff', '1ymgm3yp']"
1ylqpg1,Joe Stone - All Gone Pete Tong Radio Show Spotlight 2016-02-19,House,['248008227'],[],3,"['2702dnnf', '1dysj9gf', '1gurh7x5']"
1zn4dw9,Sander van Doorn - Identity 199 2013-09-13,"Electro House, Progressive House",[],['3tFazSaZ2Pk'],15,"['wzrm9h5', '15dmvbdx', 'hz13b45', 'd7vgcjf', 'f589j75', '2ffz8hl5', '1mbuxh1p', '1zh2qsyx', '9gcjkhx', '1wnvvt15', 'u67fcq5', '27v9t0g5', '1hndtj4f', '2j7jv7xf', 'h18r3v5']"
902dtm9,First State - Crossroads Yearmix 2014-12-30,"Electro House, Progressive House",['183735253'],[],80,"['27w2d10f', '1b2k3tu5', '1hp8jtq5', '186v9x95', '15fzmf4f', '1q4b2uux', '2l4lw1tf', '2sn9hcvp', '1r4hd405', '2381f9kp', '13m126px', '21czr7zf', '1c0wj9xf', 'ltu9j35', '16cw0s7f', '2m2v4cux', '1jlfpqjp', 'h1l80px', '2puyw2w5', 'mrx49f5', 'jy08cg5', '2dk7297x', '2dkbsblx', '1r43drgf', '1wrk8hbf', '2k6gsgu5', '1gshfsjp', '2bpzypkf', 'd86hbfx', '1gsk9fqf', '2pujf8bp', '1mdzwsux', '2fgsq9kx', '253vkpr5', '28tw4cdx', '1n9qvhhp', '10sr40xp', '14gzpgyf', 'w3nc7hp', 'j0vdgqf', '15g1jbcf', '29sct2w5', '12npg2g5', '1gsqwg6x', '179u41wf', 'u7w322f', '1zhfgf1x', '1dw42kdp', 'npw21rx', '1p74zdwf', '1nbs98wf', 'ltdmclx', '1kk7dz95', '2qtwrqzx', '1nb0z00x', 'jyfw2tp', 'x29dncf', '2m207d2p', '28ucd1v5', '1p7pt5vx', 'jyg2455', '2j8l4qnp', '2wcvz11x', '1ftckzyx', 'x0d9xlf', '2sncmpf5', '1dwcykv5', 'qjg8q75', '14hdz7yf', '1ylhnxfx', 'lu0rczp', '1fu4xhrp', '2tm70j1f', 'kvk8g1x', 'h1zmkc5', '2uju0ljf', '2nxkvkb5', 'c9sq0bf', 'x0tbllp', 'cbss85f']"
6lugrz9,Noah Neiman - Tritonal's Tritonia Takeover 2015-04-13,"Electro House, Progressive House",['200661587'],[],23,"['2sprj6r5', '2k85f6sx', '1klxx7q5', '2dm6h15f', '188nbpvp', '22cbfvgx', '2sqn7grp', 'yyq8k35', '10u4tjj5', 'y0vkyxx', '13lu9nzx', '1mg8hcjx', '2k868wjp', '16dgcx9f', 'dbhzlwp', '1mgb25j5', '1txt6m1f', '2fjvk10f', '1p9z9h9x', '14jrvutp', '2pwqnkff', 'u9ug8s5', 'j0sqlnx']"
2qqws8vk,MONSTERCAT - Podcast 111 (Vicetone's Selection) 2016-06-28,"Dubstep, Electro House, Progressive House",['271609423'],[],15,"['2qqwp2bf', '2ffbd9rf', '2mz83dzx', '2jcsxbz5', '2dnfk33x', '2hdd0jff', 'nt1ld15', '1wr34mcp', '29v0uhux', '1fsg6ndp', '2ssjymdx', '1t17fszp', 'v4nrncf', '1utsgkff', '1t3bvyjf']"
jwh0gr9,MERCER - RENDEZ-VOUS #6 2017-05-04,"House, Electro House",['320997881'],[],10,"['12tck3qp', '1gwb0cyp', '2trpj1b5', '11vc3twf', '1qc6q77f', '16jfmt35', '10x90u9f', 'k2qg2np', 'vbx86fx', '63nl3bx']"
4811mg1,Max Vangeli - Code Radio 071 2014-12-05,"Electro House, Progressive House",['180092831'],[],12,"['cd8cq5f', '1p9k7unf', '2j9mp135', '2wf580kf', '1uwcbwff', '2sp3g0xf', '1xp7bz6p', '260lt8kp', '2wf5vx8f', 'u93296p', 'zvcfnz5', '21dpqxkx']"
98jdn6t,Qulinez - Recklezz Radio 027 2014-04-30,"Electro House, Progressive House",['147247136'],[],7,"['2dkbsblx', 'u86sgw5', '11qkkj2f', 'tb9j0m5', '2bn9fwk5', 'g4n0cxx', '2hc49kjp']"
1n2r7k9,Mell Tierra - Monthly 11 2014-04-09,"Electro House, Progressive House",['143846820'],[],15,"['2tlgj8bx', '2cm4mqkx', '1kh93fbx', 'bf5u83f', 'np32ygp', 'cbss85f', '1b2k3tu5', '11qqy8dp', '1grn3qtf', '1utt03xf', 'bf6cumf', '1kjzz2zf', '25zmp0pf', '1wqpb555', '16c2mbxx']"
2l1tm5vt,SKINK - Skinkalation Vol. 2 Minimix 2016-05-25,"Electro House, Progressive House",['265857285'],[],5,"['2whmgdqx', '1fxk9v1f', '1zmu3tzf', '2qwvwbrf', 'ppwru6p']"
28rtny9,Adam Ellis - AH.FM End Of Year Countdown 2013-12-24,Trance,"['128345897', '126311489']",[],16,"['1syhm1n5', '12lzq97p', '4rpg1w5', '1duxp3m5', '236vt2dp', '2j6fz24p', '1b17xj8p', '14hb3lcf', '2my6ucy5', 'hyxklhf', '1vrhrjrx', 'zt3phfx', '20f6sfg5', '2l39lkqp', 'qhxdc6p', '1jkqt25x']"
69jpz2k,Tritonal - Tritonia 071 2014-10-25,"House, Electro House, Progressive House",['174098779'],[],19,"['bgg889x', '16df23dx', '1xpfuyhf', '1c1d49xf', '1mfj72qp', '1cy395up', '1dx1b2wp', '1lhhq9kx', '1gsluruf', 'f7rwp0f', '2j8l4qnp', 'rhkc19p', '17b8upgp', '1xphkljx', '28v6fuxp', '1cz5zf5p', '2hcpg46p', '26zfmz3f', '1wrm6nlp']"
3zxtgw1,"John O'Callaghan @ Dreamstate, NOS Events Center San Bernardino, United States 2015-11-29",Trance,['235311651'],[],14,"['8s3lh45', '1r6dtrff', '2530mdyf', '25z1421x', '1b8ytm5', '4rqwr1f', '1dwp3kuf', '2vdxdx6x', '1s3f8bpp', '1fs8dv2p', '6zv4lm5', '1q8jh37p', '4jygq7f', 'h2fknrp']"
2fdmw6s9,Nari & Milani - I'll House U The Program 247 2016-03-13,Electro House,['251782229'],['-NI7DRP24oo'],14,"['2hfwq735', '1wty22w5', '23bf6mwx', '2qwgdv3p', '1q96umr5', 'lwskppp', '1q9bbygf', 'y2dnkr5', '1kn6uh6f', '1lkvz6xx', '20k2r9vx', '2rtuhllf', '1b5v3d2x', '197y7m2p']"
2b584wk,Nicky Romero & Volt & State - Protocol Radio 165 (ADE Special) 2015-10-09,"House, Electro House, Progressive House",[],['yoUpbDEm4uM'],16,"['g73ttwp', '1d0u6xgp', '17ctsdz5', '1yn46h05', '2l6cfk3p', '2ghjdq95', 'f98mfvx', '1uxkt1nx', '1hrpklrp', '22d2drj5', '16f4hvlx', '1gu77mzf', '1xr20xxx', '255glycx', '1b55gt05', 'h4611nx']"
2stth0t,SPINNIN' RECORDS - Festival Mix 2015-06-27,"Electro House, Progressive House",[],['j3YcA84wGRY'],34,"['1vv14ln5', '2cnm8rwx', '2ulksv65', '28w80pgp', '1mgwr5zx', 'v7uf9kf', '1jp3jkxx', '1b4shb2p', '1fw246gf', 'kxur7np', '20j5wljx', '1ncb98jx', '9kk6x4p', '2wf94vp5', '2pxj51c5', 'j23j7s5', '15hu0qjp', '1s3tdv9f', '2fkd6k8x', '1km2u46f', 'k011q3x', 'yzdbhxf', '2ulhkb45', '17bn570p', '1s3vmusx', '2n2syufp', '11sg3nlp', 'qm01nf5', '270cwv0f', 'h4b3s8p', '1vv6plq5', '13n7hmj5', '29u4sndp', 'k043vr5']"
961jwg9,Bass Kleph - Klephtomania 025 2015-01-05,"House, Electro House, Progressive House",['184614241'],[],16,"['13l9qpt5', '1s15y2gf', '1zjtd0kp', '1b3rkggf', '14jzqw05', '1q70xmrp', '2j9bzk6x', 'u96tml5', '29shxg7f', 'lup0q9x', '2hd059nx', 'cddf3sp', '1r4hvk5f', '1mfgpkrx', '13lxuq5x', '17b1z9xp']"
27f1qk1,Fedde Le Grand - Darklight Sessions 177 (Darklight Recordings Special) 2016-01-09,"House, Electro House, Progressive House",['241415913'],[],16,"['2m4h5vrp', 'cfq8b8f', '2wd7dv3p', 'j03zpsf', '2nxm842f', 'mt7hmjx', '1kkj76k5', '15j2ff4x', '1kl76dwx', '1tylrlm5', '25544bcp', '21gp1g65', '8ckhc2p', '2ny5n7f5', '1wqqj7x5', '1nd3cy2f']"
4n6twr1,ARMADA MUSIC - Armada Night Radio 046 (ASOT 2015 Celebration) 2015-03-31,"Trance, Electro House, Deep House, Progressive House",['198582148'],[],20,"['270d53p5', 'j20mvqf', '262lhl4f', '2391gk5f', '2cp7cr35', 'lvcfzfx', '196lh0r5', '2dlzd4fp', 'jzk2ugx', 'w55hrtp', '246rz56f', '10u74lv5', '16dzx2bf', '2tn7dkcp', '2quwjd6f', '20gwqsmf', '1q7pntff', '2390f9q5', 'w59s7yx', '2nyd7j4x']"
