id,title,style,soundcloud,youtube,track_count,track_id
7dxcbnk,Laidback Luke & Blasterjaxx - Mixmash Radio 049 2014-05-04,"Electro House, Progressive House",[],['l0XgzN4seiw'],14,"['cb5mfu5', '1lgh81xp', '1grj1rmp', '1vsflhbx', 'plygdlx', '1zhujwp5', '1jlvqms5', 'ltdmclx', '2pv2gb4x', '2fgsq9kx', '28tw4cdx', 'nn4706f', '2qstjkp5', '27wbxh0f']"
7f7bkhk,"Dillon Francis @ Mad Decent Block Party Phoenix, United States 2014-09-12","Electro House, Moombahton, Trap",[],['a0EzDaRHcTI'],9,"['1xky4jnp', '251ssxrx', 'ktwunmf', '1jmx62vp', '260lt8kp', '1grj1rmp', '1uvfzkuf', '2nxmw0tf', '15fqhl8p']"
6zbs79k,Noah Neiman - Radiofire Podcast 039 2015-12-14,"Electro House, Progressive House",['237547864'],[],17,"['lwjyq95', '1jq3c6mp', '1t2d929f', 'v84kkjp', '28x2k4uf', '2rtz8xtp', '2fl4vm8x', 'ns4h47f', '2pxrw9gp', '23b9tvfx', '1tzwm8qx', '2k99cv2x', '255rrknx', '2jcbvz2x', '1vuqtfyf', 'cg0pdgx', 'dczm2v5']"
2cjzvyyk,"Yellow Claw @ kineticFIELD, EDC Mexico 2016-02-28","Electro House, Trap",[],['xa6bITxIeIQ'],32,"['2hbpzcf5', '1c3bm5t5', '2m2c2u7x', 'g7gq98f', 'msrqs85', '2dmy09p5', '197t99nx', '15cuwwm5', '27ubqyvx', '1mgyfl7f', '17ccn77x', '25zp4cb5', '99lhbkx', 'wzyb1kf', '1jnywy9p', '1ymnbpzf', 'mu329mx', '1dw013tf', '2qvv2ru5', '15j6925x', '2qvvn5fx', 'pn4xtvp', '1vvsrnrp', '1wpndu45', '1t22rxnp', '255m8rbx', '2fg2k92p', '2gfbr0pp', 'y0y74jp', 'yyn2spp', '9lsvxkf', '2hdlstb5']"
6p2m81k,Ferry Corsten - Corsten's Countdown 358 2014-05-07,"Trance, Progressive House",['148323569'],[],10,"['1vstl7mp', 'h2gm40x', '260ubh9p', '2sny02jf', '1ylk9j1p', 'zv0dd95', '88b936p', '1lh00b2p', '2nxncfyp', 'v60h1mf']"
743vnkk,"Tchami @ Equinox Stage, Spring Awakening Music Festival, United States 2014-06-14","House, Tech House, Deep House",[],['UF-MQq18LnA'],26,"['1p8msysf', '15f1ftr5', 'hkpl5f', 'w3kux5p', '26y894rf', '1vsmunmp', '2l2mqv2p', '1jm2hf85', 'zu86y95', '1uuzmvvp', '2bpfq1k5', '2529dpcx', 'lv8u5tf', 'bfbx225', '1t01n9vp', '2mz1jg0p', '3sjqtg5', '2tlgj8bx', '10s029j5', 'jxhd96x', '2k3vtjtx', 'v4z2h8p', '1xmqzmlp', 'xyw1gwp', '1kjkzmnp', '1nbf1szf']"
1xlyudf9,Steve Allen - Metamorphosis 004 2017-04-05,Trance,['316552575'],[],13,"['2q079wjf', '15lmdvx5', '2fn3bwu5', '2m6uuvff', '2dq4xkvx', '12t4sb6p', '2l93606p', '1fyu7bcp', '2jfg8bzx', 'h799f6p', 'z1y8p35', 'l0jbgxf', 'w8gknvf']"
2l2blsdt,Phil Groot - Sessions Radio 043 2016-12-19,Trance,['299680000'],[],11,"['249npqwf', '1fydyud5', '22g1thfp', 'z1h816x', 'k2l85hp', 'x5yum7p', 'tgq6yc5', '2dpu39tf', '249nt765', '2m6g7bbp', '4vsp4z5']"
pk9kcuk,Fabich - Fabich X Riptide Music 2017-02-11,"House, Deep House",['307195582'],[],15,"['z1ll0u5', '16hyldtp', '2un9b295', 'z1ll8n5', 'qp6p06x', 'fcbs0bx', 'jyhpugp', '280jqty5', '265j7f85', '1pd5975x', '2rsud3pf', '2pwsfgqp', '2hh1dq3f', '1uwgw5ff', '15l9f3hp']"
3bypt69,Ben Nicky - Headfuck Radio 024 2015-10-14,Trance,['228415404'],[],11,"['1zluzk3x', 'g7rxcnp', '239v38ux', '20jg4xjf', '1kmqf8kx', '13nkup85', '19790ud5', 'tduwcgx', '2wgmptgx', 'f9c1745', '1q8jh37p']"
xx5z8pt,"Galantis @ 1015 Folsom, San Francisco, United States 2016-09-22","Electro House, Progressive House",[],['Pb3tT1yMuAA'],20,"['v91480x', '14hyk4ff', '1jn098q5', 'v80vq15', '1s3tdv9f', '2tnl1fl5', '1km4fydx', '2bswj72f', '1b4g3zkf', '1vv1fbwx', '1ypt5uyp', '27w2d10f', '1nfwj135', '2rqzpx45', '28tw4cdx', '2n2u2usp', '2vj2wrw5', 'gh8705', '2m2v4cux', '1uwflfhf']"
1l44vct,Firebeatz - Firebeatz Radio 075 2015-07-25,"House, Electro House, Progressive House",['216270882'],['QcHlaqEfkkU'],18,"['v4z2h8p', '14l4ws5p', '1zlfgknx', '6yvb4x', 'x3gxpyf', '1pbh52h5', '2jbn9tqx', 'yz2x3df', 'pnttyr5', '1ncb98jx', '26311n6f', '1vv14ln5', 'v7uf9kf', '1s3vmusx', '2pxj820x', '2nzchk45', '2ulhkb45', 'nrh286x']"
1rjw99k,Bassjackers - JackinDaBass Radio 43 2014-11-14,"Electro House, Progressive House",[],['CI_jr5MfjoQ'],15,"['26zkcbg5', '2wckzs8f', 'sdk9295', 'g5qmxbx', '27x6mw7x', 'lumqnmf', 'x2cbbyx', '1cz94dmx', '1uvzv9r5', '21dmlpyx', '1wrk8hbf', '2k6n3w5f', 'rhjfky5', '1uvfzkuf', 'sfhvyj5']"
12l20tg9,"Kygo @ Veld Music Festival Toronto, Canada 2016-07-30","House, Deep House",[],['2H-4NRvdO_Q'],7,"['2ul4yjbp', '2ul4yjbp', '1r6rcf2p', '15fntygf', 'cglg2qp', '2qwylglx', '1s4py0z5']"
hy6c8l9,Robbie Van Doe - Indecent Noise's Mental Asylum Radio 087 2016-10-13,Trance,['287548052'],[],12,"['9mu1u0f', '9ms6w8p', 'ddvqxsp', '1kp8dzyx', '1xspxvc5', 'h6njrpp', 'lxvqjtf', '2k7gnbkx', '2l839d1p', '2qwdybup', '2m5hw83p', '57kycrx']"
yv49d3k,Qlimax - Official Aftermovie 2016-11-26,Hardstyle,[],['g8zGyFLEwvc'],6,"['ddxr3hf', '2unpgb3p', '2vlxlw1f', 'x5zsl75', '2kbuz7yx', '2unn9lbp']"
5plu79k,D.O.D - #FREEQUENCE Radio 011 2015-12-04,"House, Electro House, Progressive House",['236053501'],[],21,"['2qvxg1z5', '263rrrkp', '1yp8414f', 'tdjj0qf', '1jq5jq7x', '11td4crx', 'nrs1brp', 'f9myh1x', '1pc592r5', 'w6hzmfp', '2p0h8lrf', '22d9xw9p', '27yydhpf', '1zm1l2fp', 'y22dhpp', 'mu7ygq5', '1d16kq8p', 'tf7y1pp', 'h5fbfzf', '1u043h7p', '1kn0d0s5']"
752h1ct,DIM3NSION - DIM3NSION Selection 067 2015-09-18,"Trance, Progressive House",['224422748'],[],14,"['1c0n0ybf', 'rk0tqyp', 'k0jfx35', '15j1u8v5', '1jpsm8s5', 'f969cs5', '1wt0zhlp', '1ynt3xvf', 'g72ptkp', '1979m68p', 'ky7rnux', '1wt6cqbf', '1lk3ttx5', 'f92l96p']"
bcvxrmt,Ben Gold - #goldrushRadio 151 2017-05-12,Trance,['322089934'],[],14,"['2upj62w5', '1lmzshxp', 'thc0p2p', '2fn8rbdp', 'j59r7n5', 'skgxl3p', '2jfhg3zf', '10xsd9up', 'rmqhh95', 'mwddtjf', '1zp3sgjf', '265tl0xf', '1pf6z3cx', '18d4r6rf']"
1l9pwf1,Steve Aoki - Neon Future Odyssey Minimix 2015-10-02,Electro House,[],['mRozDzcXVGk'],6,"['2k8yfn1x', '1q8pvulp', '21g9lvr5', 'cfmqxsp', 'zw7bwyp', '2vjsw6mx']"
1usl3331,FLAMINGO RECORDINGS - Miami Exclusives Minimix 2016-03-09,"Electro House, Progressive House",['250983010'],[],5,"['kz5fcgx', '2n33jyrp', '1s51fxfx', 'h5rjz6f', '2tpvscbx']"
197frqk,Pep & Rash - Rumors Radio 004 2015-08-11,"House, Electro House",['218756645'],[],14,"['dc49gtf', '1c2ugkkx', '2quzf025', '2jbn9tqx', '2qvcgru5', '2cpxc4vp', '189f3trx', '1q8dlqsp', 'j2jpyvx', '239l92l5', '29rxy705', '1fw335p5', '1ynndn1x', '1fw4p1cp']"
wzptmsk,Ferry Corsten - Ferry's Fix February 2017-01-31,Trance,['305385209'],[],11,"['2dpyncdp', '1wvc96hx', 'zz1kxr5', '2tr74bd5', '1wvdbfz5', '18cpt4w5', 'bkwjnjf', 'tgvp5kf', '1vx4849x', '1jrr9c2x', 'l0g0plx']"
w1y6yvt,Martin Garrix @ Ultra Music Festival South Africa 2017-02-25,"Electro House, Progressive House",[],['Z0_N0XSu4M4'],11,"['1fwkjq6x', '20k9vmk5', '1u1m49k5', 'nnruxyf', '2j7zjrcf', '28xvcpn5', '11tkqf0f', '1dzdrlbx', 'df8k0u5', 'g99m0t5', '15k5dshp']"
11nwcj6k,Armin van Buuren - A State Of Trance 2017 (Mini Mix) 2017-04-22,"Trance, Progressive House",['318804187'],[],38,"['2gkpy26f', 'skjw7z5', '265uxmgf', 'fctb2dx', 'qpv4ukf', '1lmzshxp', '273l2jwp', '2qy922dx', '24b5puzx', 'zyq95sx', '2vm8sp8f', '2n4rgvdx', 'th9wnrp', '1nhgvw6f', 'fcm8h2x', 'skgxl3p', '2trhq065', '2jfhjwv5', '1b7qxttx', '2up4ms9f', 'rmkg55p', '2p2m3bm5', 'mwbuzsf', '1zp3sgjf', '1wvnctbf', 'k2xu97p', '10xpl525', 'bkvldrp', '1wvg5brp', '2kc9c6qx', '1yr746qx', 'j557rup', '2q079wjf', '265t9gj5', '1qc0nnwp', '2jfhpp65', '1t4khnj5', '1pf6z3cx']"
4thsq9k,Menno De Jong - Cloudcast 020 May 2014-05-14,"Trance, Goa / Psy-Trance",['149645677'],[],10,"['zul9z6f', '1zj3gm7p', '1yl1y1hp', '1b2yw5mp', '2459q6lf', '20g26c65', '1nbj6fpx', 'h2fknrp', '1hpcvtjp', '1r3jvb65']"
8usckhk,Tritonal - Tritonia 104 2015-10-02,"Electro House, Progressive House",['227023175'],[],20,"['16g1fxd5', 'j2r6plp', 'rk3zqn5', '2cq1wzvf', '197dz88x', '2dmwm1ff', 'bhy6mxf', '197cxk5p', '1d0pqffx', '17ctsdz5', 'k0b66h5', '2dmvk8cp', '1zlp4skx', '1mgzlvlx', '270zv0wf', '1d0u6xgp', '2m4j9w2p', '2qvr0cy5', 'w647h9f', '2vjm0whf']"
mp4jbft,Daniel Wanrooy - The Beauty of Sound 053 2013-02-25,"Trance, Progressive House",['80897522'],[],11,"['1vqtwbr5', '2pt8xlup', '2359l8fp', '1jk70zbf', '20cqcznf', 'wz97kkx', 'xx067t5', '1s8rf75', 'bk6dw2f', '176x3dyp', 'sb7dfbx']"
6stxpj1,Ben Gold - #goldrushRadio 046 2015-04-23,Trance,['202215677'],[],15,"['1q802d75', '2ul6btbf', '2tmvt5lf', '20hr97gf', 'w5hubwx', '1t1ccx3x', 'nr5yh9p', 'h46kpw5', '2jbc4855', '1uw3k47f', '11s8vdtf', '1jp3ubfx', '2fjpx82p', 'u976z9p', '15h8umzf']"
10q8djwt,StadiumX - X-HOUR Podcast 018 2016-05-17,"Electro House, Progressive House",['264562117'],[],18,"['1zmdq9ux', '27zvzu3x', '1xs1jj3x', '2pytftzx', '1pcfu8x5', '1ncvly9p', '1t300jc5', '13pg37kf', 'kzdgmh5', '2pyufkmx', 'h5y3flf', 'ky3ffzp', '1xrwtg4f', '2ruhuf55', '1wuby5dx', '29v71nwf', '1t1yr8gp', '31ulqx']"
1qynnk9,Hardwell - Hardwell On Air 154 2014-02-14,"Electro House, Progressive House",[],['ff_F5unSAAc'],14,"['1hp2cq2f', '252ngqh5', '1grf5blp', 'kvk8g1x', '1zhv9tk5', '27w2d10f', '2tlb61hp', '1b2dtlyx', 't9wrfdx', 'd86hbfx', 'ltdmclx', '2rqquyg5', '2bpblvqp', '1xn63kx5']"
18ysud1,DIM3NSION - DIM3NSION Selection 048 2015-04-17,,['201237289'],[],12,"['1ljpbjqx', '188s7lxx', '13mty1hf', 'nr0lz0p', '1t1ccx3x', '188tyfu5', '21fk5vk5', 'lvcfzfx', 'rjfgmfx', '1dx646k5', '21fjyk55', 'zwqd1g5']"
250ftzq9,W&W - Mainstage Podcast 302 2016-03-25,"Electro House, Progressive House",['255013834'],[],18,"['20k9gvbp', 'tfm0blx', 'rl2980p', '1fx8km8p', '1gv33lyf', 'g7fm0cf', '2hg5xzy5', 'pqlwjxf', '20kbwm6f', '2pytftzx', '12rkfkv5', 'y2mfm15', '18bhdgjp', '1u0qrx5p', '2jcwm5hf', '2dntcfl5', '20kbmsz5', '2m59j9rx']"
5883c7t,Morgan Page - In The Air #194 2014-03-10,"House, Electro House, Progressive House",['138923139'],[],17,"['j01lypx', '244szs15', '13k4drrf', 'qjqg1j5', '2snldxkx', 'kvlw97p', '2mzp138x', 'nnruxyf', '2dj3tsy5', '1cy3nqz5', '21clnljp', '2hbfv0cf', '2uj6kh1x', '2gdp0wsf', '1zhv9tk5', 'bf293zp', '2wcsvlg5']"
8x3t9r1,Nicky Romero - Protocol Radio 126 2015-01-10,"Electro House, Progressive House",[],['R85CB7TdyYA'],13,"['13llnxy5', '1typyw8f', 'zw7dnmx', 'h305sx5', '2wdm2g65', '2ny5n7f5', 'tcjbkbx', '2rs9xvuf', 'x2uc6p5', 'pndzb35', '1uwhwy7x', '2sq103bp', 'luxvnzx']"
6ubqkrt,"Above & Beyond @ A State Of Trance 600 The Expedition, United States (UMF Miami) 2013-03-24","Trance, Progressive House",[],"['CnbwxBVCYH0', 'ZkzlZJJaus4']",16,"['nmrb39x', 'xx8lwgx', '26wjq31f', '7qsmvnx', '12kt12ff', '7yz4hyx', '1r1xtjy5', '4rkz14p', '2m014dp5', '2unut15', '2vd6zuxp', 't7s9k7f', '2mxqul0f', '2l2fgxmx', '29phck8x', '98q97cx']"
87w9gzk,Promise Land - Amazing Show 175 2014-07-13,"Electro House, Progressive House",[],['7mAdqYIMv2A'],14,"['2wdjkm8x', '2vgqw1s5', '1jmsquw5', 'lu0rczp', 'npqu2rx', '2l4lw1tf', '15g1jbcf', '1yluz57f', '1fu73qtx', '26z21dqp', '9j0k5hp', '2qtnf9mf', 'rh4ny5x', '1c0ksg0f']"
2dhqvc71,KO:YU (Deniz Koyu) - A Way Home (Mixtape) 2017-03-20,"House, Trap",['313384443'],[],14,"['pqfsmtp', '1xq2b2c5', '26485yff', '1r6rcf2p', '265gv395', '2trbrvnp', 'w80v1qf', '1gwf4utp', '10x90u9f', 'vblr3bf', '1c4nj9tp', '1dun5zdx', 'pr18kmx', '1pf33q4x']"
185gpu21,Aly & Fila - Future Sound Of Egypt 490 2017-04-03,Trance,['315954845'],[],12,"['20lvj9fp', '2qy062jf', '2q0bhfk5', 'blbvn0f', '1t4khnj5', '1qc1403f', '2rvxf5uf', '2dq4xkvx', '1zp29mhp', '1f0ynkvf', '2qxzbwdp', '2kcb3myx']"
717nvrt,The Chainsmokers - Nice Hair 001 2014-08-18,"House, Electro House, Progressive House",['164708505'],[],20,"['1mfdvx0p', '2hcf792f', 'j0sqlnx', '2m2g783p', '245hh9fp', '1b3b54dp', '1vtgw5w5', '1xnxz4hf', 'yvrxugx', 'd9nhppf', '11qfrvhx', 'bcm6svp', '1jmqk3fx', '1wr9x14p', 'x24q2z5', '1lhm6chx', '1c1153nf', '1nbxj3s5', '13lt3w0f', '1s0zfmkp']"
1vj976t,Sigma - Night Owl Radio 004 2015-09-17,"House, Electro House, Progressive House",['224941218'],[],9,"['20jfucmx', 'rk2l4mx', '16fx1p35', 'h4ryuzf', '21g5u7cx', '1s49249x', '10uuprrf', 'w5tg8ff', 'kxwyqx']"
250rf4tk,Ron Alperin - Afterhours.fm Coldharbour Day 2016-07-26,"Trance, Progressive House",['275635543'],[],14,"['15k9w0h5', '2vl01j2x', '2l7uh3uf', '1s5fk9xf', '12rzbysx', '2ruv96gx', '15k7ykpp', '1ng6zncf', '1q9vc8ff', '16h534x5', '2un24y85', 'ch15nkp', '2gjt8c0f', '1dzhbfqp']"
4zu8vk1,Sander van Doorn - Identity 259 2014-11-07,"House, Electro House, Deep House, Progressive House",[],['Ulacz9R0rZI'],19,"['1dx13tr5', '2spr6p1x', 'g5bqq3x', '1uvvzqnp', '2rrglrxf', '195fc31p', '10tls6vx', '1uvzv9r5', '2j86ld1x', '1ncjq73x', 'msjt0kp', 'nq8gl75', '2qu0p3q5', 'g5n93t5', '1cz94dmx', '1wrk8hbf', 'bggtnyf', 'lumqnmf', '21drnv05']"
5xx9kb9,Tocadisco - Tocacabana 12 2015-03-23,"House, Electro House, Deep House, Progressive House",['197244961'],[],16,"['u98v1b5', '2ujvn5w5', '28vpk0ux', '1q72ulx5', '29tj90wx', '26zkcbg5', '1ymv9pr5', '1tz2kvsp', 'lv8u5tf', 'd9ky3b5', 'v6bs9rp', 'nq8gl75', '11s15fqf', '9k2rxqx', '27y3kx1x', '82fgtq5']"
71r5w19,"Aly & Fila @ A State Of Trance Festival Festival, Mandarine Park Buenos Aires, Argentina 2015-04-12",Trance,['200474344'],['gR-KbQM5yLs'],14,"['1mgjxsv5', '1yn89ffx', 'w5h2d9p', '2rskxy55', '1fvqwdsx', '28w0xupf', '12pvvh8f', '2br6brdp', '2l605z85', '2ul786rf', 'h47nf6p', '21frudb5', 'k07hlzp', '1mgh0kvp']"
5n01981,Qulinez - Recklezz Radio 008 2013-12-09,"Electro House, Progressive House",['124053159'],[],7,"['1r34b0dp', '186hk6m5', '25yputjf', '1s0v046p', '9gsczjf', '1lg6v3hf', 'xyp3w2f']"
1kgt5lw9,Antillas - A-List Podcast 139 2016-06-08,"Trance, Progressive House",['270300819'],[],13,"['1xs7u675', '22f6b9nf', '2jd8wx2x', '10wduzwp', '9m869xp', '198j8f2x', '148rhtp', '1jqzjhfx', '1jqygt9x', '2run3b0p', '198kuz85', 'rlbqwxp', '2pyhq5bx']"
7qzvrl9,Morgan Page - In The Air 276 2015-10-02,"House, Electro House, Progressive House",['227032736'],[],20,"['189m3pdp', '1tzvl17p', 'rk6vvv5', 'nrs1brp', '29uc6w05', '1d0u6xgp', '2vjqxrm5', '1pbtpqxx', 'sgv1y4f', '16fxu2c5', '2ghgv5bf', '1gu77mzf', '1mgzlvlx', '1c2zwrsx', '1b56nttp', 'rk3zqn5', '1mh15nlx', 'w647h9f', '20jgd7wf', '13nlsx0x']"
6q568v9,Heatbeat - Monster 026 2015-08-31,"Trance, Progressive House",['224871378'],[],11,"['239bndhp', 'f8z49pp', '1kmhlqff', '189gv57f', 'f96z22x', '13mmqlpf', '1tzqldux', '2550r28p', '2tnzdx85', '189bp91p', '1dz3nlu5']"
2ptf1t9k,R3hab - I Need R3hab 214 2016-10-28,"Electro House, Progressive House",['290833437'],[],18,"['1ngtkl6x', '2qxg7htf', '2m69nj2x', '1znghdl5', '272r1r25', '1jr64sdx', '2btzgbcx', '2dpllwfx', '1997lg4f', '2fmhpg7p', '23btz735', '2579j5jp', '249fldh5', '1d2j51t5', '1vx7tq35', '2576lt7p', 'j47669p', '28tw4cdx']"
98v2lm1,"Carnage @ World Of Wonders Festival, Mexico 2014-09-27","Electro House, Hip Hop, Trap",[],"['193HOHFURqY', 'WI0fHgzLAh4']",15,"['2n0m3sy5', '4gyw2tx', '2vgyu2p5', '1t08vp5x', 'sf68jmp', 'pkqhcw5', '1q3ku3cx', '192f89hx', '1kjvj8pf', 'ltdx61f', 'v3g34z5', 'qg8wl8x', '14fm1dqp', '2fhd8pj5', 't7pxgp5']"
6yrjd8k,Dyro @ SLAM!FM Bij Igmar 2015-04-07,"Electro House, Hip Hop, Trap",[],['1nEcCe7vg7E'],11,"['1hqn4slx', '10u0xftp', '5h32yf5', '2wfq6d0f', '16dtu8xp', 'sffyjpx', '2k7fygcp', 'rjctr1p', '1lhquwzp', '2vfxlfkp', 'plrfk8x']"
1p62ur21,Nicky Romero @ SLAM! Bij Igmar 2016-07-26,"Electro House, Progressive House",[],['uPdKHMvJIZk'],6,"['2n39t12p', '28y2xd05', '1hthqpfp', 'h5y3flf', '15klbwg5', '2p0yx2cf']"
2bms77g1,Lange - Create 047 2016-10-19,"Trance, Progressive House",['289115463'],[],13,"['2pznrj05', '2n3z9y05', '22fs30vf', '1b6y4j25', 'fbrnhzf', '1pbnx43x', 'k29fy7p', 'mvnlxn5', '1lm4ncnx', '1uz90h8p', '2kbl6sd5', '20l6t3rx', '21j4mxxf']"
qh4y4xt,"Sneijder @ Colours 22nd Birthday, Main Room, SWG3 Warehouse, Glasgow, United Kingdom 2017-03-04",Trance,['311380821'],[],13,"['j549rvx', '28yskt7f', 'ucykvuf', '2n4jj9bp', '2qwdybup', 'nrcr1kp', '11uxgrkx', '23d547hf', '16j27qqp', 'j549rvx', '18crn2mx', '1d2s9cvp', '3b6613x']"
8p2muy9,Hardwell - Hardwell On Air 251 2016-01-22,"Electro House, Progressive House",[],['Ocwqx4_17CA'],18,"['2k9h2cx5', '2srwh9pp', 'y2bzz3f', '2fl9dmwx', 'g7r4505', '2vk9v7lf', '10vrv9s5', '2hfwq735', '1u0g7jd5', '2n2x20pf', '21gnugkx', 'bjjv1vf', '9lr5jbp', '2716qdff', '2vk8v93p', '11tkqf0f', '1wttru2f', '29v2qftx']"
14gcp5q1,Ferry Corsten - Corsten's Countdown 517 (Blueprint Album Special) 2017-05-24,"Trance, Progressive House",['324306028'],['u9_Y9-zW2KQ'],11,"['z278h1x', '2jfg1j7x', 'cjd3ck5', '9nss0pp', '1f16xy1f', '20lvj9fp', '2hhycr4p', '1lmfyxcp', '2583x4lp', '2wk5sj4x', '2trsrtn5']"
1wgxp7k,"Armin van Buuren @ Studio Mix, Z103.5 Toronto 2013-05-11","Trance, Electro House, Progressive House",[],['I8vOLW6R7BY'],8,"['u6dmvu5', 'pkf4s6x', '2slv67d5', '21b3v8gp', 'f4zkt1p', '2nvz0czf', '2j6yndkp', 'v476lxx']"
5nmsr9t,RFM Somnii - Official 2014 Aftermovie 2014-10-01,"Electro House, Progressive House",[],['sBL_NjqiYjQ'],4,"['2h9dwtzf', '1szuhgmx', '11qfrvhx', '13hr331x']"
2hbpfp1,Bingo Players - Hysteria Radio 036 2014-10-27,"Electro House, Progressive House",['174125146'],[],15,"['21drnv05', 'pmywp6f', '17b86gz5', '29rxhp5x', '1hq71dpf', '21dmlpyx', '1fusy5q5', '1wrk8hbf', '29sct2w5', '2m2txnlp', '2cnjt50x', '2pvy9bv5', '253vkpr5', '1cz5zf5p', '12p8832x']"
177fdkqt,Tiësto - Club Life 508 (AFTR:HRS Special) 2016-12-24,"House, Deep House",['300201873'],['Vf66U2EWYsE'],28,"['199jtrcf', '1qbdhv3f', 'pqwlzhp', '2rv06bt5', '2m6jvct5', 'rlby79p', '28yqyx9p', 'tflby0p', '1uyl1225', '10w81pnp', '1b71ltcp', '2tqlx7c5', 'chsgndp', 'tflby0p', '1d2k6uux', 'pr701q5', '9lvl78f', '22fggvjx', '2gkdcnk5', '2tr50mdf', '11sr159p', '2vlxvy2p', '23cmutjp', '16gyryyp', '1997lg4f', '1fybf06x', '28xpmm05', '2qwxhy35']"
2bm6ff21,Nari & Milani - I'll House U The Program 246 2016-03-07,"Electro House, Progressive House",['250618336'],['2pCOhi8VbSo'],14,"['2hfwq735', '1yp58w4p', '1lkvz6xx', '1wty22w5', '1q96umr5', '1zm6usvp', '2rtuhllf', '197y7m2p', '1b5v3d2x', '14m2jxz5', 'lwskppp', 'y2dnkr5', '1q9bbygf', '263xsdlx']"
yv61ru9,Cold Rush - Raz Nitzan Music Sessions - Vocal Trance (Chapter 7) 2016-11-18,Trance,['293615321'],[],14,"['2rqwjyp5', 'kufd20f', '2m2k43tf', '1dxtvdsx', '13nvctwx', 'ddcrv8x', '1duqmb0f', '2pwnh1t5', '255799tx', '11un8cnf', 'x4w7u7x', '2sqftsqp', '2myb2f1f', '9h6vqd5']"
7u88yjk,Jay Hardway - Inspire Podcast 026 2016-01-22,"Electro House, Progressive House",['243234852'],[],18,"['2umcz98p', 'kyublxp', '1q96umr5', '2m457ccf', 'h52br35', '21gtvjvf', '2wgp59z5', '22cbr3cp', '1ll29x8f', '2srv2qxf', '2p0p2d1f', '21grr1gf', '1r6x5q0p', '1pc0rsbp', 'h53qjgx', '12r0ummp', 'w6ct4q5', '1b56p1mp']"
4t88js1,Ziggy - Stardust Radio 13 2014-01-21,Electro House,['130604632'],[],9,"['16bszr5x', '14gzpgyf', 'cb5mfu5', '178h2msf', '15f3j9nx', '1p7qyxw5', 'jwy8fyx', '25ywqbwx', 't9quv75']"
87yjgh1,Afrojack - Jacked Radio 146 (Week 32) 2014-08-10,"House, Electro House, Progressive House",['163820626'],[],17,"['187gfqfx', '20ftvry5', 'x20xjlf', 'qkhsxrx', '2cn3mfx5', 'lu0wpx5', '1s26cugp', '2dk7297x', '10sr40xp', '29ryfn5f', 'tbzwbh5', '1p8wpxwx', '11qfrvhx', '1c1153nf', '1yk2vl7x', 'bft2ulf', 'u8k805x']"
1dtm5tkk,REVEALED RECORDINGS - New Years Eve Aftermovie 2016-03-04,"Electro House, Progressive House",[],['7M6SEcyRwmg'],3,"['16fzycwp', '14lqgqm5', '1b66kwmf']"
hypd57t,ARMADA MUSIC - Top 100 New Releases Week 18 2017-05-05,"House, Trance, Progressive House",[],['Y1CzuSlZ2U8'],8,"['2jfhg3zf', '21jthuyx', '1mkt15bx', '1nc8v6wp', '2rw27hbf', '1fyz040f', 'fcm8h2x', '1f0sszwx']"
4gvywd9,"Knife Party @ November Lights Festival, Sweden 2015-12-11","House, Dubstep, Electro House",[],['PPagrvE6zBc'],16,"['1vuqtfyf', 'yzvkpsf', '1xpqgcyp', '1lhmhfk5', '1s3r63mx', 'cgsjhf5', '2pw6shmf', 'rk2l4mx', '5m9f5d5', '2l4yzl5x', '21g5u7cx', '70ss1xx', '2nzysddf', '7flqwpf', '1vruyl05', 'w57gy8f']"
3zvprw9,Flatdisk - Flatbeats Radio 005 2015-10-20,Progressive House,['229120370'],[],14,"['26395gnx', '20jfucmx', '1tzy4vn5', '2pxx50vx', '2wgn42hx', '1pbtpqxx', 'bhc6b35', '2n27fmg5', '9l3g0bf', '11sys3np', '1nf2437p', 'ky956v5', '239yxd25', '1uxnnr7x']"
2j64jx69,Heatbeat - Monster 43 2016-04-26,"Trance, Progressive House",['261726917'],[],10,"['15k4nc7p', '2hg4z9jp', '1pcp7xdx', '1ht02fmp', 'g8074jx', '1mj8njqf', '1fxg62p5', '17ds4jdp', 'muw0dpx', '22d9t4xx']"
8zqfxnt,Dimitri Vegas & Like Mike - Electric Zoo Countdown Mix 2014-06-24,Electro House,[],['L_pCio6_qhw'],7,"['g4nnjgx', '1lh37905', 'v61crlf', '2wd7dv3p', '2wcvz11x', '13lbvz4p', '20g5xwdf']"
5ks5v71,First State - Crossroads 215 2014-12-01,"Electro House, Progressive House",['179596943'],[],16,"['22bl1krp', '2uju0ljf', '2cnhfw8f', '1zk5jl4p', 'jyg2455', 'pn8cjmf', 'jyfw2tp', '2k5x2y4f', 'sfhvyj5', '1dx5u57x', '10tls6vx', '27x66jjf', '1kk7dz95', '1gsqwg6x', '1p86gzwx', '1wrk8hbf']"
7bcvfjk,Yellow Claw @ Radio 538 De Avondploeg 2014-11-27,"Progressive House, Trap",[],['LOJoVx33VQI'],7,"['w4gwfb5', '1wrjynvx', '2m2c2u7x', '2hcqln5p', '1dw013tf', '29st7w15', '2fftwllx']"
